A1,A2,A2a,A2a1,A3_0,A3_1,A3_2,A3_3,A3_4,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3,B3a,B4_0,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B4_10,B4_11,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B9a,B10,B10a,B11,B111_0,B111_1,B111_2,B111_3,B111_4,B111_5,B111_6,B111_7,B111_8,B111_9,B12,B121,B122,B123,B124,B13,B131,B132_0,B132_1,B132_2,B132_3,B132_4,B132_5,B132_6,B132_7,B132_8,B132_9,B132_10,B132_11,B132_12,B132_13,B132_14,B132_15,C1,C1a,C1b,C1c,C1d,C2,C2a_0,C2a_1,C2a_2,C2a_3,C2a_4,C2a_5,C2a_6,C2b_0,C2b_1,C2b_2,C2b_3,C2b_4,C2b1,C3,C3a,C4,C5_0,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6,C71,C72,C73,C74,C75,C71a,C72a,C73a,C74a,C75a,C8,C9,C9a,E1,E2,E2Y,E2M,E3,E41,E42,E42a,E5,E6,E7a,E7b,CODE,YY,CC,CITY,ENERGY_CODE,WI
1,1,1,2,0,1,,,,0,1,1,1,,1,1,,,,2,,1,,4,.,6,.,3,.,0,,,1,1,1,1,1,1,1,,,6,.,5,.,5,.,10,.,12,.,3,.,1,0,1,1,,,,1,1,,,1,1,,,,2,1,0,1,,,1,,,,,1,,1,,,1,,2,160,4,,,2,0,,1,1,1,,,0,,,1,,,3,.,6,0,1,1,1,,,,5,2,1,1,1,2,1200,,,,2800,6,13,.,1,7,.,.,4,4,1,,4,1,2,1,222955,2014,1598,2,2,491
2,2,,.,1,,,,,0,,,1,,,,,,,2,,2,,,.,,.,,.,0,,,,,,,,,1,,,,.,,.,1,.,1,.,1,.,8,.,1,0,,1,,,,,,,,2,,2,4,2,1,,9,,,,,,,,,,,,,,,,3,,,,800,2,0,,,,,1,,0,,,,,,7,.,1,0,1,,,,,,6,1,1,,1,1,,,,,,7,1,.,,8,.,.,5,,1,,4,18,,,222981,2013,1987,2,1,491
1,1,2,.,0,1,,,,0,1,,,,1,,,,,1,,2,,8,.,5,.,1,.,0,1,,,,,,,,,,,6,.,4,.,3,.,2,.,2,.,8,.,1,0,,,,,,1,,,,1,3,,,,2,1,1,,,,,,,,,,,,,,,,1,15,,,,1,9,,,,,,,9,,,,,,10,.,5,0,1,1,,,,,6,2,1,1,2,1,1200,,,1100,,7,10,.,1,6,.,.,5,8,2,4,1,1,1,2,222982,2011,1987,2,1,491
2,1,2,.,0,1,,,,0,1,1,1,,,1,,,,2,,2,4,5,.,4,.,2,.,0,,,,1,1,1,1,1,1,,,5,.,2,.,2,.,6,.,6,.,6,.,2,9,,,,,,,,,,2,,1,4,,2,1,0,,,1,,1,1,,,,,,,,1,,3,,,,600,1,9,,,,,,,9,,,,,,10,.,1,0,1,1,,,,,4,,1,1,1,1,,,,,,1,9,.,1,4,.,.,3,3,2,1,1,2,2,1,222983,2011,1798,2,1,491
1,1,1,1,0,1,1,,,0,1,1,1,,1,1,,,,2,,1,,6,.,4,.,3,.,0,1,1,,,,,,,1,1,1,4,.,1,.,1,.,7,.,5,.,5,.,2,9,,,,,,,,,,1,2,,,,2,1,0,,,,,,,,,,,,,,1,,2,70,,,,1,9,,,,,,,9,,,,,,5,.,1,0,1,1,,,,,3,,1,1,1,1,,,,,,3,8,.,1,5,.,.,2,6,1,,1,1,2,1,222984,2013,1987,2,1,491
1,1,1,.,0,1,,,,0,,,,,1,1,,,,2,,2,2,7,.,6,.,1,.,0,1,1,,,,,,,1,1,1,5,.,4,.,2,.,5,.,4,.,5,.,2,9,,,,,,,,,,1,,,,,2,1,0,,,,,,,,,,,,,1,,,2,,,,,2,0,1,1,,,1,,0,1,,,,800,3,.,1,0,1,,,,,,1,2,1,1,2,2,1000,,,2000,,5,13,.,1,6,.,.,3,5,2,3,1,3,2,3,222993,2011,1987,2,5,491
1,1,1,.,0,1,,1,,0,1,1,1,,,,,,,2,,2,,7,.,4,.,5,.,0,,,,1,1,,1,1,1,,,4,.,6,.,1,.,4,.,3,.,4,.,2,9,,,,,,,,,,2,,1,3,2,2,1,0,1,1,,,,,,,,,,,,,,1,5,,,,1,9,,,,,,,9,,,,,,4,.,3,0,1,1,,1,,,1,2,1,1,1,1,1000,,,,,2,13,.,1,7,.,.,2,11,1,,1,2,2,1,222994,2004,1794,2,1,491
1,1,,.,0,1,,,,0,1,1,,,,1,,,,2,,2,3,5,.,5,.,4,.,0,,,1,1,1,,1,1,,,,4,.,4,.,2,.,5,.,3,.,5,.,2,9,,,,,,,,,,2,,2,4,,2,1,0,1,1,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,1,10,.,1,1,.,.,4,11,1,,1,2,2,1,222995,2012,1987,2,1,491
1,1,1,.,0,1,,,,0,1,,,,1,,,,,2,,1,,8,.,5,.,3,.,0,,,1,1,1,,1,1,1,,,5,.,2,.,1,.,6,.,4,.,4,.,2,9,,,,,,,,,,1,2,,,,2,1,0,1,1,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,,0,1,,,,,,1,2,1,1,1,1,1000,,,,,1,10,.,1,6,.,.,3,11,,,1,2,2,1,223000,2003,1769,2,5,491
2,1,2,.,0,,,1,,0,1,,,,,,,,,2,,2,6,6,.,,.,,.,1,,,,,,,,,,,,,.,,.,1,.,,.,,.,,.,1,0,,1,,,1,1,,,,2,,2,,,2,,0,1,,,,,,,,1,,,,,,,3,,,,150,1,9,,,,,,,9,,,,,,,.,,0,1,,,,,,,,1,1,1,1,,,,,,,,.,,10,.,.,1,13,1,,,2,2,,223015,2003,1769,2,1,491
1,1,1,2,0,1,,,,0,1,,,,,,,,,2,,2,3,8,.,1,.,4,.,0,,,,1,1,,1,1,,,,3,.,2,.,1,.,3,.,2,.,1,.,1,0,,,,,,,,1,,2,,2,,,2,,0,1,,1,,,,,,,,,,,,,1,30,,,,1,9,,,,,,,9,,,,,,4,.,2,0,1,,,,,,1,2,1,1,1,1,1200,,,,,2,6,.,1,10,38,.,3,8,1,,1,2,2,1,223016,2000,1587,2,1,491
1,1,1,2,0,1,,,,0,,,,,1,,,,,2,,1,,1,.,1,.,,.,0,,,1,1,1,,1,1,,,,3,.,3,.,2,.,3,.,2,.,5,.,1,0,,1,,,,,,,,1,1,,,,2,,0,1,1,,,,,,,,,,,,,,2,,3,,,2,0,,1,,,,,0,1,,,,800,4,.,1,0,1,,,,,,1,2,1,1,1,2,1200,,,,2000,5,6,.,1,6,.,.,2,7,2,4,1,2,2,1,223017,2016,1987,2,1,491
2,1,1,.,0,1,,,,0,,,,,1,,,,,2,,2,3,2,.,3,.,3,.,0,,,,,,,,1,1,1,1,3,.,2,.,1,.,3,.,3,.,6,.,2,9,,,,,,,,,,1,1,,,,2,,0,1,1,1,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,4,.,1,0,1,,,,,,1,2,1,1,2,1,1200,,,600,,2,8,.,1,6,.,.,3,6,2,6,1,2,2,1,223018,2011,1987,2,1,491
1,1,2,.,0,1,,,,0,1,,,,,,,,,2,,2,,8,.,5,.,1,.,0,,1,,1,,,1,,,1,,6,.,3,.,3,.,3,.,2,.,7,.,1,0,,,,,,,1,,,2,,,,,2,1,0,,1,,,,,,,,,,,,,,3,,,2400,,1,9,,,,,,,9,,,,,,11,1300,5,0,1,1,,,,,7,2,1,1,1,1,1200,,,,,7,10,.,1,6,.,.,4,7,1,,1,3,3,,223059,2010,1987,2,1,491
1,1,2,.,0,1,,,,0,1,,,,,,,,,2,,2,3,6,.,3,.,1,.,0,,,,,,,1,,,1,,6,.,3,.,2,.,4,.,2,.,4,.,1,0,1,,,,,,,,,2,,2,3,,2,,0,1,,,,,,,,,,,,,,,3,,,,800,2,0,,1,,,,,0,1,,,,500,11,.,6,0,1,1,,,,,7,2,1,1,1,1,1200,,,,,7,7,.,1,8,.,.,2,10,1,,1,8,3,,223060,2016,1987,2,1,491
1,1,2,.,0,1,,,,0,1,,,,,,,,,2,,2,,,.,,.,,.,1,,,,,,,,,,,,,.,,.,2,.,2,.,2,.,3,.,1,0,,1,,,,,,,,2,,2,2,,2,1,0,,,1,,,,,,,,,,,,,3,,,,800,1,9,,,,,,,9,,,,,,9,.,6,0,1,1,,,,,7,2,1,1,1,1,1200,,,,,7,5,.,1,7,.,.,,11,1,,1,1,1,2,223061,2011,1987,2,5,491
1,1,2,.,0,1,,,,0,1,,,,,,,,,2,,,,6,.,4,.,2,.,0,,,,1,,,1,1,1,1,1,3,.,5,.,4,.,5,.,4,.,3,.,1,0,1,1,,,,,1,,,2,,,5,,2,,0,1,,,,,,,,,,,,,,,3,,,16000,,1,9,,,,,,,9,,,,,,7,.,1,0,1,,,1,,,7,,1,1,1,1,,,,,,5,11,.,1,7,.,.,2,10,1,,3,1,1,2,223095,2010,1987,2,1,491
1,1,1,.,0,1,,,,0,1,,,,,,,,,,,1,,3,.,4,.,2,.,0,,,,1,1,,1,1,1,1,,5,.,6,.,4,.,6,.,4,.,3,.,1,0,1,,,,,,1,,,2,,,,,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,7,.,1,0,1,,,,,,7,,1,1,1,1,,,,,,5,11,.,1,7,.,.,2,10,1,,3,2,2,1,223096,2015,1798,2,1,491
1,1,1,.,0,1,,,,0,1,,,,,,,,,2,,2,2,1,.,3,.,3,.,0,,,,,1,1,1,1,1,1,1,5,.,5,.,7,.,4,.,3,.,7,.,2,9,,,,,,,,,,2,,2,,2,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,5,.,1,0,1,,,,,,1,1,1,1,1,1,,,,,,,8,.,,,.,.,,,,,,2,,,223097,2017,1798,2,1,491
1,1,1,.,0,1,,,,0,,1,,,1,,,,,2,,1,,4,.,3,.,1,.,0,,,,1,1,,,1,1,1,1,5,.,5,.,3,.,5,.,3,.,4,.,1,0,1,1,,,,,1,,,1,3,,,,2,,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,7,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,10,.,1,8,.,.,2,10,1,,1,1,1,2,223098,2013,1987,2,1,491
1,1,1,.,0,1,,,,0,1,,,,,,,,,2,,1,,9,.,4,.,2,.,0,,,,,,1,1,1,1,1,1,5,.,6,.,4,.,4,.,3,.,1,.,1,0,,1,,,,,1,1,,2,,2,2,2,2,,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,6,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,6,10,.,1,10,.,.,2,11,1,,3,1,1,2,223099,2005,1794,2,1,491
2,1,1,2,0,1,,,,0,1,,,,,,,,,2,,2,5,7,.,1,.,6,.,0,,,1,,,,,,,1,,1,.,4,.,4,.,1,.,1,.,3,.,2,9,,,,,,,,,,2,,,1,,2,1,1,,,,,,,,,,,,,,,,1,10,,,,1,9,,,,,,,9,,,,,,4,.,2,0,1,,,,,,1,2,1,1,1,1,833,,,,,4,2,.,2,7,.,.,,6,1,,1,1,2,1,223106,2004,1794,2,1,491
1,1,1,.,0,1,,,,0,,,1,,,,,,,2,,1,,2,.,4,.,3,.,0,,,,,1,1,1,1,1,1,1,7,.,6,.,3,.,5,.,3,.,7,.,2,9,,,,,,,,,,2,,2,3,,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,9,.,1,0,1,,,1,,,2,2,1,1,1,1,1000,,,,,6,16,.,1,6,.,.,,8,1,,3,1,3,2,223113,2017,1998,2,1,491
1,1,1,1,0,1,,,,0,,,1,,,,,,,2,,1,,2,.,6,.,3,.,0,,,1,,,,,,,,,5,.,2,.,2,.,4,.,3,.,8,.,2,9,,,,,,,,,,2,,,,,2,,1,,,,,,,,,,,,,,,,2,56,3,,,1,9,,,,,,,9,,,,,,6,.,2,0,1,,,,,,2,2,1,1,1,1,1200,,,,,2,9,.,1,8,.,.,1,11,1,,4,1,1,2,223121,2003,1598,2,1,491
1,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,,5,.,4,.,4,.,0,,,,1,1,,,1,,,,3,.,2,.,1,.,6,.,6,.,7,.,2,9,,,,,,,,,,2,,,2,,2,2,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,4,4,.,1,9,.,.,2,12,1,,1,2,2,1,223122,2012,1798,2,1,491
1,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,3,8,.,4,.,4,.,0,1,,,,,,1,,,,,3,.,3,.,1,.,6,.,6,.,5,.,2,9,,,,,,,,,,2,,2,3,3,2,3,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,,2,1,1,1,1,1000,,,,,1,7,.,1,8,.,.,5,6,1,,1,2,2,1,223123,2001,1587,2,1,491
2,1,1,2,0,1,,,,0,1,,,,,1,,,,2,,2,5,8,.,3,.,5,.,1,,,,,,,,,,,,3,.,3,.,2,.,5,.,3,.,7,.,2,9,,,,,,,,,,2,,,,,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,2,.,1,7,.,.,4,5,1,,2,1,1,2,223124,2003,1794,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,2,5,.,4,.,5,.,0,,,,1,1,,,1,,,,4,.,2,.,3,.,4,.,5,.,6,.,2,9,,,,,,,,,,2,,,,2,2,2,0,1,,,,,,,,,,,,,,,1,30,,,,1,9,,,,,,,9,,,,,,4,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,4,.,1,9,.,.,1,5,1,,1,1,1,2,223125,2001,1794,2,1,491
1,1,1,1,0,1,,,,0,,,,,1,,,,,2,,1,,5,.,5,.,3,.,0,,,,,,,1,1,,,1,2,.,2,.,3,.,7,.,10,.,6,.,2,9,,,,,,,,,,1,1,,,,2,2,0,1,,,,,,,,,,,,,,,1,70,,,,1,9,,,,,,,9,,,,,,4,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,11,.,1,10,.,.,2,10,1,,1,1,2,1,223130,2012,1987,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,1,,1,.,4,.,3,.,0,,,,1,1,,,1,1,,,3,.,2,.,2,.,6,.,6,.,8,.,2,9,,,,,,,,,,2,,,5,3,2,2,0,1,,,,,,,,,,,,,,,2,68,3,,,1,9,,,,,,,9,,,,,,4,.,2,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,7,.,1,6,.,.,2,5,1,,4,2,1,2,223131,2017,1798,2,1,491
1,2,,.,0,1,,,,0,1,1,,,1,,,,,2,,1,,1,.,4,.,4,.,0,,,1,1,1,1,1,1,,,,5,.,7,.,4,.,6,.,4,.,5,.,1,0,1,1,,,,,1,,,1,1,,,,2,1,1,,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,1,1,1,,,7,1,1,,1,2,,,,,5000,3,13,.,1,5,.,.,4,,1,,1,2,2,1,223137,2004,1597,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,6,7,.,2,.,6,.,0,,,,1,,,1,1,,,,2,.,3,.,1,.,5,.,9,.,5,.,1,0,,1,,,,,,1,,2,,2,2,3,1,,9,,,,,,,,,,,,,,,,3,,,,600,1,9,,,,,,,9,,,,,,4,.,4,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,3,.,1,6,.,.,3,6,1,,2,1,1,2,223144,2002,1998,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,5,7,.,2,.,5,.,0,,,,1,,,1,,,,,2,.,2,.,2,.,5,.,6,.,8,8,2,9,,,,,,,,,,2,,,3,3,2,2,0,1,,,,,,,,,,,,,,,2,51,3,,,1,9,,,,,,,9,,,,,,4,.,4,0,1,,,,,,1,2,1,1,1,1,1000,,,,,1,6,.,1,6,.,.,3,5,1,,1,1,2,1,223145,2011,1987,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,2,5,.,4,.,5,.,0,,,,1,1,,,1,,,,2,.,2,.,2,.,5,.,6,.,6,.,2,9,,,,,,,,,,2,,2,3,,2,2,0,1,,,,,,,,,,,,,,,1,48,,,,1,9,,,,,,,9,,,,,,7,.,4,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,4,.,1,7,.,.,2,5,1,,1,2,2,1,223146,2011,1998,2,5,491
1,1,1,1,0,1,,,,0,1,,,,,,,,,,,1,,1,.,4,.,2,.,0,,,1,1,1,,1,1,1,1,,6,.,6,.,4,.,6,.,4,.,8,.,2,9,,,,,,,,,,2,,2,4,2,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,8,.,1,0,1,,,,,,1,2,1,1,1,1,1200,,,,,6,10,.,1,9,.,.,2,12,1,,1,1,1,2,223173,2017,1998,2,1,491
2,1,1,1,0,1,,,,0,1,,,,,,,,,,,2,3,5,.,2,.,2,.,0,,,1,,,,,,1,1,,2,.,6,.,5,.,3,.,2,.,6,.,2,9,,,,,,,,,,2,,,,2,2,,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,4,.,1,0,1,,,,,,1,2,1,1,1,1,1000,,,,,5,4,.,1,5,.,.,,7,1,,2,3,3,1,223174,2012,1987,2,5,491
1,1,2,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,4,.,2,.,0,,,,1,1,,1,1,1,1,,5,.,8,.,5,.,6,.,4,.,5,.,1,0,1,1,,,,,1,,,2,,,1,,2,,0,1,,,,,,,,,,,,,1,,3,,,17000,,1,9,,,,,,,9,,,,,,6,.,1,0,1,,,1,,,7,,1,1,1,1,,,,,,5,11,.,1,6,.,.,2,10,1,,3,10,1,2,223187,2014,1798,2,1,491
1,1,1,.,0,1,,,,0,1,,,,,,,,,2,,2,4,7,.,4,.,3,.,0,,,,1,1,,1,1,1,1,1,4,.,6,.,4,.,7,.,5,.,3,.,1,0,1,1,,,,,1,,,2,,2,3,2,2,,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,7,.,2,0,1,,,,,,1,,1,1,1,1,,,,,,,,.,,,.,.,,,,,,,,,223188,2011,1987,2,1,491
1,1,1,.,0,1,,,,0,1,,,,1,1,,1,,2,,1,,5,.,8,300,5,.,0,,,,,,1,1,1,1,1,1,6,.,4,.,2,.,8,.,7,.,3,.,2,9,,,,,,,,,,1,1,,,,1,,9,,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,9,.,3,0,1,,,,,,7,2,1,1,2,1,1000,,,4000,,3,16,5000,1,4,.,.,4,4,1,,3,2,2,1,223195,2014,1987,2,1,491
2,1,1,1,0,1,,,,0,1,,,,,1,,,,2,,2,2,6,.,7,.,5,.,0,,,1,1,1,1,1,1,1,1,,4,.,6,.,7,.,3,.,3,.,3,.,2,9,,,,,,,,,,2,,2,1,2,2,1,0,1,,,,,,,,,,,,,,,2,80,4,,,1,9,,,,,,,9,,,,,,9,.,6,0,1,1,1,,,,7,,1,1,1,1,,,,,,4,2,.,1,7,.,.,4,6,1,,2,1,2,1,223212,2003,1998,2,1,491
1,1,1,2,0,1,,,,0,1,,,,,,,,,2,,1,,2,.,4,.,2,.,0,,,,1,1,,,1,1,,,6,.,3,.,3,.,3,.,3,.,5,.,2,9,,,,,,,,,,2,,2,3,2,2,1,0,1,,1,,,,,,,,,,,,,2,70,3,,,1,9,,,,,,,9,,,,,,7,.,2,0,1,1,,,,,7,2,1,1,1,1,1200,,,,,2,11,.,1,9,.,.,3,10,1,,4,1,2,1,223330,2017,1798,2,1,491
1,1,1,2,0,1,,,,0,1,,,,,,,,,2,,1,,9,53,3,.,3,.,0,,,,,,,,,,1,1,3,.,3,.,3,.,3,.,3,.,2,.,2,9,,,,,,,,,,2,,2,4,,2,1,0,1,,,,1,,,,,,,,,1,,2,,3,,,1,9,,,,,,,9,,,,,,5,.,4,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,7,.,1,7,.,.,2,9,1,,1,2,2,,223338,2002,1598,2,1,491
1,1,1,2,0,1,,1,,0,1,,,,1,,,,,2,,1,,5,.,2,.,3,.,0,,,1,1,1,1,1,,,,,5,.,4,.,1,.,4,.,3,.,4,.,1,0,,1,,1,,,1,,,1,,,,,2,1,0,1,1,,,,,,,,,,,,,,2,82.6,3,,,1,9,,,,,,,9,,,,,,6,.,1,0,1,1,1,1,,,7,2,1,1,2,1,1200,,,3000,,2,8,.,1,7,.,.,4,8,2,5,1,2,2,1,223353,2012,2378,2,1,491
1,1,3,.,0,1,,,,0,1,1,,,1,,,,,2,,2,1,1,.,3,.,5,.,0,,,,1,1,1,,1,1,1,,4,.,6,.,6,.,4,.,5,.,5,.,2,9,,,,,,,,,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,9,,,,,,5,.,1,0,1,1,1,1,1,,7,,1,1,1,1,,,,,,2,9,.,2,5,.,.,3,1,,,1,1,2,1,223354,2014,1997,2,1,491
2,1,2,.,0,1,1,,,0,1,1,,,,1,,,,2,,1,,7,.,2,.,1,.,0,,,,,,,,,,1,1,1,.,2,.,5,.,2,.,3,.,4,.,1,0,,1,,,,,1,,,2,,1,3,3,2,,0,1,1,,,,,,,,,,,,,,3,,,,600,1,9,,,,,,,9,,,,,,4,.,5,0,1,1,1,1,,,7,,1,1,1,1,,,,,,2,5,.,,5,.,.,3,4,2,4,3,1,1,,223363,2010,1987,2,1,491
2,1,1,2,0,1,1,,,0,1,1,1,,,1,,,,2,,1,,6,.,3,.,4,.,0,,,,,,,,1,1,1,,3,.,3,.,4,.,3,.,4,.,6,.,2,9,,,,,,,,,,2,,1,3,2,2,2,0,1,1,1,,1,,,,,,,,,1,,1,,,,,1,9,,,,,,,9,,,,,,4,.,3,0,1,1,1,1,,,7,2,1,1,1,1,1000,,,,,3,4,.,1,6,.,.,4,6,1,,1,2,1,2,223370,2011,1987,2,1,491
1,1,2,.,0,1,1,,,0,1,1,,,1,,,,,2,,1,,4,.,5,.,4,.,0,,,,1,1,1,,,1,1,,5,.,8,.,4,.,7,.,4,.,8,8,2,9,,,,,,,,,,1,1,,,,2,,0,1,,,1,,,,,,,,,,1,,3,,,,750,1,9,,,,,,,9,,,,,,7,.,1,0,1,,1,,,,1,2,1,1,1,2,1200,,,,3000,4,13,.,1,7,.,.,3,7,2,6,4,2,2,1,223371,2014,1987,2,1,491
1,1,2,.,0,1,,,,0,1,,1,,1,1,,,,2,,1,,8,.,5,.,2,.,0,,,,1,1,1,1,1,1,,,5,.,6,.,4,.,7,.,6,.,2,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,1,,,,,,,,,,,3,,,,600,2,0,,1,,,,,0,,,1,,,6,.,2,0,1,,,,,,1,,1,1,1,1,,,,,,4,12,.,1,8,.,.,4,11,1,,3,1,2,1,223412,2011,1798,2,1,491
1,1,2,.,0,1,,,,0,1,,1,,,,,,,2,,2,2,8,.,5,.,1,.,0,,,1,1,1,1,1,1,,,,5,.,6,.,6,.,8,.,9,.,3,.,2,9,,,,,,,,,,2,,2,3,2,2,1,0,1,1,,,1,,,,,,,,,1,,3,,,,500,1,9,,,,,,,9,,,,,,6,.,3,0,1,,,,,,1,,1,1,1,1,,,,,,2,10,.,1,6,.,.,3,8,1,,3,2,2,1,223413,2010,1987,2,1,491
1,1,1,2,0,1,,,,0,1,,1,,1,1,,,,2,,1,,3,.,6,.,2,.,0,1,1,1,1,1,,,,,,,5,.,5,.,5,.,7,.,5,.,3,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,,,,,,,,,,1,,2,,3,,,1,9,,,,,,,9,,,,,,6,.,2,0,1,1,,,,,5,2,1,1,1,2,1200,,,,2300,6,13,.,1,9,.,.,3,11,1,,3,1,2,1,223414,2016,1987,2,1,491
2,2,,.,0,1,,,,0,,1,1,,,,1,,,2,,2,6,9,.,3,.,3,.,0,,,,1,,,1,1,,,,2,.,2,.,4,.,2,.,2,.,2,.,1,0,,1,,,,1,1,1,,2,,2,2,3,2,1,0,1,1,,,,,,,1,,,,,,1,2,,2,,,1,9,,,,,,,9,,,,,,2,.,4,0,1,1,,,,,1,1,1,,1,1,,,,,,2,,.,1,9,.,.,,11,2,7,,2,,,223415,2002,1794,2,1,491
1,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,6,8,.,2,.,4,.,0,,,,1,1,,1,1,,,,3,.,3,.,2,.,4,.,4,.,1,.,1,0,,1,,1,,,1,,,2,,2,5,2,2,1,0,1,,,1,,,,,,,,,,,,1,5,,,,1,9,,,,,,,9,,,,,,3,.,4,0,1,,,,,,1,2,1,1,1,1,1000,,,,,2,6,.,1,10,41,12,2,6,1,,3,2,2,1,223416,1999,1598,2,1,491
1,1,1,2,0,1,,,,0,1,,,,,,,,,2,,2,6,8,.,2,.,5,.,0,,,,,,,,1,,,,4,.,2,.,2,.,,.,,.,8,.,1,0,,,,,,,,1,,2,,2,6,2,2,1,0,1,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,2,1,1,1,1,1200,,,,,5,2,.,1,9,.,.,2,13,2,8,1,1,1,2,223418,1997,1998,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,2,6,9,50,2,.,4,.,0,,,,,,,,,,1,1,1,.,3,.,2,.,3,.,4,.,1,.,1,0,,1,,1,,,1,,,2,,2,3,2,1,,9,,,,,,,,,,,,,,,,1,,,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,3,4,.,1,9,.,.,2,10,1,,2,2,2,1,223419,2002,1769,2,1,491
1,1,,.,0,1,,,,0,1,1,,,,,,,,2,,1,,1,.,3,.,4,.,0,1,1,,,,,,,,,1,4,.,3,.,2,.,6,.,7,.,8,10,2,9,,,,,,,,,,2,,2,5,2,2,1,0,1,1,1,,,,,,,,,,,,,1,65,,,,1,9,,,,,,,9,,,,,,4,.,1,0,1,,,,,,1,2,1,1,1,1,1000,,,,,4,11,.,1,8,.,.,3,11,1,,1,2,2,1,223420,2017,1798,2,1,491
1,1,1,2,0,1,,,,0,1,,,,1,,,,,2,,1,,4,.,3,.,4,.,0,1,1,1,,,,,,,,1,4,.,3,.,2,.,5,.,6,.,6,.,2,9,,,,,,,,,,1,1,,,,2,1,0,,1,1,1,,,,,,,,,,,,2,60,3,,,2,0,,1,,,,,0,1,,,,500,4,.,2,0,1,,,,,,1,2,1,1,1,2,1000,,,,3000,1,10,.,1,7,.,.,3,9,2,2,3,1,1,2,223421,2002,1598,2,1,491
2,1,1,2,0,1,,,,0,1,1,,,,,,,,2,,1,,8,.,2,.,3,.,0,,,,,,,,,,1,1,1,.,2,.,2,.,3,.,3,.,2,.,1,0,,1,,,1,,1,,,2,,2,3,2,2,1,0,,1,,1,,,,,,,,,,,,2,50,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,2,1,1,1,1,1000,,,,,1,3,.,1,9,.,.,2,10,1,,2,1,1,2,223427,2003,1769,2,1,491
